user_id,product_id,event_time,user_age,user_city_tier,product_category,product_brand,price,price_log,session_duration,browsing_time_last_7d_mins,browsing_time_last_7d_log,days_since_last_purchase,days_since_last_purchase_log,avg_cart_value,avg_cart_value_log,total_orders,total_browsing_events,total_clicks,click_through_proxy,category_affinity,is_affordable,price_to_avg_cart_ratio,event_hour,event_dayofweek,purchased_within_7_days
U_035,P_033,2025-09-10 04:34:06,24,Tier-1,Electronics,Boat,1716.13,7.448409571485055,7.9,9.218333333333334,2.3241834925465414,0.0,0.0,10198.73,9.230116528333776,1.0,6,0,0.0,1,1,0.16826899035468143,4,2,0
U_044,P_029,2025-09-10 11:39:40,43,Tier-2,Fashion,ModaLeaf,836.56,6.730492902924116,2.14,5.3775,1.8527761710338295,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,8,1,0.125,1,1,0.25631865185752584,11,2,0
U_010,P_057,2025-09-10 15:01:32,28,Tier-2,Fashion,UrbanWeave,3024.55,8.014848172119837,8.88,10.275,2.422587885388742,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,2,0,0.0,0,0,0.926710072769054,15,2,0
U_017,P_056,2025-09-11 17:15:20,39,Tier-2,Electronics,Samsung,22463.09,10.019673313227768,6.92,19.785,3.0342315727046008,0.0,0.0,2564.415,7.849875537890053,2.0,6,3,0.5,0,0,8.759537750325123,17,3,0
U_038,P_003,2025-09-14 23:48:23,56,Tier-3,Electronics,Samsung,5597.61,8.630273631627261,3.36,7.892727272727272,2.1852337823128405,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,11,3,0.2727272727272727,0,1,1.7150854078896973,23,6,0
U_025,P_043,2025-09-15 20:34:58,29,Tier-3,Fashion,StyleHub,1449.0,7.27931883541462,6.14,4.764285714285714,1.7516812456606445,0.0,0.0,1449.0,7.27931883541462,1.0,7,2,0.2857142857142857,1,1,1.0,20,0,1
U_038,P_050,2025-09-16 00:56:22,56,Tier-3,FMCG,HUL,184.92,5.225316473663546,4.04,7.892727272727272,2.1852337823128405,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,11,3,0.2727272727272727,1,1,0.05665875143623132,0,1,0
U_039,P_027,2025-09-16 10:25:08,35,Tier-3,FMCG,Nestle,953.46,6.861145735530225,2.99,10.388333333333334,2.432589439564632,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,6,3,0.5,0,0,0.29213634622749907,10,1,0
U_023,P_045,2025-09-16 11:50:49,38,Tier-2,FMCG,Nestle,916.07,6.821183805220893,5.23,15.719999999999999,2.8166056076565553,0.0,0.0,17759.54,9.78473442148933,1.0,5,1,0.2,1,0,0.05158185403450765,11,1,0
U_022,P_032,2025-09-17 05:52:23,19,Tier-1,Fashion,TrendCraft,2925.72,7.981637621029636,6.39,8.046666666666667,2.2023963657386134,0.0,0.0,2925.72,7.981637621029636,1.0,3,2,0.6666666666666666,1,1,1.0,5,2,1
U_030,P_061,2025-09-18 02:55:06,45,Tier-3,Electronics,Sony,13074.17,9.478470290760646,13.41,4.918,1.7779985539780179,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,10,1,0.1,0,0,4.0058736116430484,2,3,0
U_039,P_049,2025-09-18 05:42:44,35,Tier-3,Electronics,Sony,14855.25,9.606175931108504,24.24,10.388333333333334,2.432589439564632,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,6,3,0.5,0,0,4.551589429337419,5,3,0
U_045,P_016,2025-09-18 22:44:35,19,Tier-1,Electronics,Boat,13946.79,9.543076351760204,4.71,8.37375,2.237913229633462,0.0,0.0,12813.736666666666,9.458351089751043,3.0,8,4,0.5,1,0,1.088424896094582,22,3,0
U_011,P_043,2025-09-20 11:21:37,28,Tier-2,Fashion,StyleHub,1449.0,7.27931883541462,31.38,8.837,2.2861507865306208,0.0,0.0,1449.0,7.27931883541462,1.0,10,2,0.2,0,1,1.0,11,5,1
U_010,P_033,2025-09-20 15:31:02,28,Tier-2,Electronics,Boat,1716.13,7.448409571485055,11.67,10.275,2.422587885388742,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,2,0,0.0,0,1,0.5258153963998469,15,5,0
U_030,P_040,2025-09-20 17:28:48,45,Tier-3,FMCG,ITC,810.2,6.698514632836919,1.84,4.918,1.7779985539780179,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,10,1,0.1,1,0,0.2482420528533129,17,5,0
U_011,P_010,2025-09-22 00:54:43,28,Tier-2,Electronics,Boat,23230.3,10.053255786316585,2.25,8.837,2.2861507865306208,0.0,0.0,1449.0,7.27931883541462,1.0,10,2,0.2,1,0,16.031953071083507,0,0,0
U_029,P_039,2025-09-23 02:09:21,59,Tier-1,Electronics,Sony,17759.54,9.78473442148933,3.13,3.675,1.5422291627406504,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,2,0,0.0,0,0,5.441452317119878,2,1,0
U_016,P_068,2025-09-23 04:49:08,20,Tier-3,Fashion,StyleHub,4261.83,8.357688537949887,4.74,11.512857142857143,2.5267566871196845,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,7,2,0.2857142857142857,1,0,1.3058077364994254,4,1,0
U_031,P_011,2025-09-23 17:06:13,33,Tier-1,Fashion,TrendCraft,4009.36,8.296636291832128,8.24,5.15,1.8164520818184267,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,5,0,0.0,1,0,1.2284519341248563,17,1,0
U_028,P_047,2025-09-23 18:31:17,44,Tier-2,Fashion,UrbanWeave,3896.89,8.26819066006953,12.89,6.994285714285715,2.078727000741967,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,7,2,0.2857142857142857,1,0,1.1939915741095366,18,1,0
U_030,P_006,2025-09-24 12:57:03,45,Tier-3,FMCG,Patanjali,1129.14,7.030096797837492,4.07,4.918,1.7779985539780179,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,10,1,0.1,1,0,0.34596399846801995,12,2,0
U_027,P_047,2025-09-24 16:09:56,42,Tier-1,Fashion,UrbanWeave,3896.89,8.26819066006953,9.95,5.797499999999999,1.9165548975244886,0.0,0.0,1084.76,6.990035481595865,1.0,4,0,0.0,0,0,3.5923983185220694,16,2,0
U_042,P_017,2025-09-27 09:26:28,31,Tier-1,Electronics,Samsung,7183.53,8.879685382316469,12.7,7.83,2.178155014615869,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,2,1,0.5,1,1,2.201004978935274,9,5,0
U_041,P_036,2025-09-27 14:39:54,42,Tier-2,Fashion,StyleHub,520.25,6.256229773113011,4.23,9.09,2.3115448343655176,0.0,0.0,2694.94,7.899502216591669,1.0,11,2,0.18181818181818182,1,1,0.1930469695058146,14,5,0
U_032,P_045,2025-09-27 17:10:53,32,Tier-3,FMCG,Nestle,916.07,6.821183805220893,2.09,11.6725,2.5394342913643673,0.0,0.0,491.84,6.200184577756468,1.0,4,0,0.0,1,0,1.8625365972674042,17,5,0
U_031,P_019,2025-09-27 23:02:53,33,Tier-1,FMCG,ITC,1084.88,6.990145997151043,2.16,5.15,1.8164520818184267,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,5,0,0.0,0,0,0.3324029107621601,23,5,0
U_024,P_056,2025-09-28 04:12:11,50,Tier-1,Electronics,Samsung,22463.09,10.019673313227768,12.49,8.530000000000001,2.254444717666111,0.0,0.0,13311.275,9.4964418209005,2.0,2,0,0.0,0,0,1.687523546767684,4,6,1
U_005,P_007,2025-09-29 04:09:03,25,Tier-1,FMCG,ITC,234.02,5.459670616905795,0.59,4.765,1.7518051537210222,0.0,0.0,2212.74,7.702438671864932,1.0,6,1,0.16666666666666666,0,1,0.10576027911096651,4,0,0
U_012,P_002,2025-09-29 06:48:29,41,Tier-1,Fashion,StyleHub,3080.69,8.033233426784808,18.09,8.426666666666668,2.2435425523602626,0.0,0.0,1670.855,7.421689067395996,2.0,6,2,0.3333333333333333,0,0,1.843780579403958,6,0,1
U_011,P_070,2025-09-29 10:50:21,28,Tier-2,Fashion,TrendCraft,4159.46,8.333380924065208,4.52,8.837,2.2861507865306208,5.144953703703703,1.8156312090113758,1449.0,7.27931883541462,1.0,10,2,0.2,0,0,2.8705728088336784,10,0,0
U_020,P_025,2025-09-30 05:19:24,47,Tier-1,FMCG,Dove,1084.76,6.990035481595865,5.75,18.755714285714284,2.9834427804212535,0.0,0.0,13074.17,9.478470290760646,1.0,7,4,0.5714285714285714,0,0,0.08296970285685439,5,1,0
U_021,P_003,2025-09-30 06:38:17,55,Tier-1,Electronics,Samsung,5597.61,8.630273631627261,16.8,10.633333333333333,2.4538745405402715,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,3,0,0.0,0,1,1.7150854078896973,6,1,0
U_036,P_056,2025-10-02 02:41:34,38,Tier-3,Electronics,Samsung,22463.09,10.019673313227768,5.03,8.433333333333334,2.2442495159810822,0.0,0.0,20349.65,9.920868131392579,2.0,9,3,0.3333333333333333,1,0,1.10385633168138,2,3,1
U_004,P_051,2025-10-02 20:08:26,60,Tier-2,FMCG,ITC,491.84,6.200184577756468,15.16,13.995,2.7077168122009723,0.0,0.0,2594.726666666667,7.861621782090544,3.0,4,1,0.25,0,1,0.189553684524253,20,3,1
U_011,P_060,2025-10-03 22:21:06,28,Tier-2,Electronics,Xiaomi,15057.24,9.619680628654683,4.24,8.837,2.2861507865306208,9.624641203703703,2.363175945177112,1449.0,7.27931883541462,1.0,10,2,0.2,1,0,10.391469979296065,22,4,0
U_008,P_031,2025-10-06 20:17:02,36,Tier-2,Electronics,Sony,22616.02,10.026457999169999,2.17,9.77,2.3767644911682972,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,2,0,0.0,0,0,6.929458445040215,20,0,0
U_013,P_062,2025-10-07 05:16:19,53,Tier-3,FMCG,Dove,298.67,5.702681869212168,11.77,6.734999999999999,2.045755484025029,0.0,0.0,298.67,5.702681869212168,1.0,6,0,0.0,1,1,1.0,5,1,1
U_018,P_010,2025-10-07 06:25:54,19,Tier-3,Electronics,Boat,23230.3,10.053255786316585,8.52,5.172499999999999,1.8201039422371974,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,4,1,0.25,0,0,7.117671390271926,6,1,0
U_036,P_007,2025-10-07 15:10:48,38,Tier-3,FMCG,ITC,234.02,5.459670616905795,0.79,8.433333333333334,2.2442495159810822,0.0,0.0,20349.65,9.920868131392579,2.0,9,3,0.3333333333333333,0,1,0.011499952087628043,15,1,0
U_030,P_045,2025-10-08 15:27:38,45,Tier-3,FMCG,Nestle,916.07,6.821183805220893,1.1,4.918,1.7779985539780179,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,10,1,0.1,1,0,0.280680199157411,15,2,0
U_003,P_060,2025-10-09 00:34:31,32,Tier-1,Electronics,Xiaomi,15057.24,9.619680628654683,2.14,8.107272727272727,2.2090732951311,0.0,0.0,15057.24,9.619680628654683,2.0,11,6,0.5454545454545454,1,0,1.0,0,3,0
U_003,P_060,2025-10-09 00:34:31,32,Tier-1,Electronics,Xiaomi,15057.24,9.619680628654683,2.14,8.107272727272727,2.2090732951311,0.0,0.0,15057.24,9.619680628654683,2.0,11,6,0.5454545454545454,1,0,1.0,0,3,1
U_031,P_032,2025-10-09 05:19:15,33,Tier-1,Fashion,TrendCraft,2925.72,7.981637621029636,4.28,5.15,1.8164520818184267,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,5,0,0.0,1,1,0.8964289544235924,5,3,0
U_018,P_038,2025-10-09 19:53:34,19,Tier-3,Fashion,UrbanWeave,2694.94,7.899502216591669,8.28,5.172499999999999,1.8201039422371974,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,4,1,0.25,1,1,0.8257188816545386,19,3,0
U_036,P_068,2025-10-10 22:06:21,38,Tier-3,Fashion,StyleHub,4261.83,8.357688537949887,4.43,8.433333333333334,2.2442495159810822,0.0,0.0,20349.65,9.920868131392579,2.0,9,3,0.3333333333333333,0,0,0.2094301376190745,22,4,0
U_028,P_070,2025-10-11 05:29:46,44,Tier-2,Fashion,TrendCraft,4159.46,8.333380924065208,4.82,6.994285714285715,2.078727000741967,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,7,2,0.2857142857142857,1,0,1.2744419762543087,5,5,0
U_007,P_013,2025-10-12 13:38:51,56,Tier-1,FMCG,Patanjali,819.18,6.709523828364144,7.94,10.143636363636363,2.410868605259215,0.0,0.0,12089.61,9.400184397257455,2.0,11,2,0.18181818181818182,1,0,0.06775900959584304,13,6,0
U_045,P_022,2025-10-12 23:31:27,19,Tier-1,Electronics,Xiaomi,9467.2,9.155694094196154,6.82,8.37375,2.237913229633462,0.0,0.0,12813.736666666666,9.458351089751043,3.0,8,4,0.5,1,1,0.73883210231936,23,6,1
U_035,P_035,2025-10-13 02:23:05,24,Tier-1,Electronics,Samsung,17092.29,9.746441267821824,11.03,9.218333333333334,2.3241834925465414,0.0,0.0,10198.73,9.230116528333776,1.0,6,0,0.0,1,0,1.6759233747731337,2,0,0
U_004,P_075,2025-10-13 10:27:40,60,Tier-2,Fashion,ModaLeaf,4366.62,8.381973517303344,14.42,13.995,2.7077168122009723,0.0,0.0,2594.726666666667,7.861621782090544,3.0,4,1,0.25,1,0,1.6828824616080305,10,0,1
U_033,P_017,2025-10-14 10:44:24,20,Tier-3,Electronics,Samsung,7183.53,8.879685382316469,25.87,14.870000000000001,2.7644305345383176,0.0,0.0,5107.969999999999,8.538753097322953,2.0,4,1,0.25,1,1,1.4063375470098691,10,1,1
U_043,P_050,2025-10-15 19:03:46,26,Tier-3,FMCG,HUL,184.92,5.225316473663546,2.14,8.706,2.2727442509830245,0.0,0.0,703.955,6.558133970987827,2.0,10,4,0.4,1,1,0.2626872456335987,19,2,0
U_040,P_046,2025-10-15 19:52:23,21,Tier-1,Fashion,TrendCraft,3098.53,8.039005766075613,2.62,5.986,1.9439081463846402,0.0,0.0,10828.215,9.290002853526774,2.0,5,1,0.2,1,0,0.2861533502982717,19,2,0
U_034,P_008,2025-10-15 21:53:48,54,Tier-1,FMCG,Patanjali,461.99,6.13770545558085,3.23,6.136,1.9651523952777084,39.8653587962963,3.7102827309686113,7183.53,8.879685382316469,1.0,5,1,0.2,0,1,0.06431239237533637,21,2,0
U_007,P_052,2025-10-17 13:25:27,56,Tier-1,Electronics,Samsung,7732.26,8.95328578618271,24.21,10.143636363636363,2.410868605259215,0.0,0.0,12089.61,9.400184397257455,2.0,11,2,0.18181818181818182,0,1,0.6395789442339331,13,4,0
U_043,P_019,2025-10-19 09:35:31,26,Tier-3,FMCG,ITC,1084.88,6.990145997151043,1.09,8.706,2.2727442509830245,0.0,0.0,703.955,6.558133970987827,2.0,10,4,0.4,1,0,1.5411212364426705,9,6,0
U_001,P_017,2025-10-20 10:24:29,56,Tier-3,Electronics,Samsung,7183.53,8.879685382316469,19.83,13.024999999999999,2.6408414514087597,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,4,2,0.5,0,1,2.201004978935274,10,0,0
U_027,P_019,2025-10-20 11:52:42,42,Tier-1,FMCG,ITC,1084.88,6.990145997151043,2.98,5.797499999999999,1.9165548975244886,0.0,0.0,1084.76,6.990035481595865,1.0,4,0,0.0,1,0,1.0001106235480661,11,0,0
U_003,P_042,2025-10-21 19:19:39,32,Tier-1,Electronics,Boat,18236.21,9.811219291402352,15.14,8.107272727272727,2.2090732951311,11.489675925925926,2.5249023771175927,15057.24,9.619680628654683,2.0,11,6,0.5454545454545454,1,0,1.2111256777470505,19,1,0
U_038,P_023,2025-10-21 19:52:26,56,Tier-3,FMCG,Nestle,471.11,6.157212009280883,23.28,7.892727272727272,2.1852337823128405,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,11,3,0.2727272727272727,1,1,0.14434622749904252,19,1,0
U_042,P_050,2025-10-22 10:35:04,31,Tier-1,FMCG,HUL,184.92,5.225316473663546,2.96,7.83,2.178155014615869,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,2,1,0.5,0,1,0.05665875143623132,10,2,0
U_039,P_035,2025-10-23 03:41:02,35,Tier-3,Electronics,Samsung,17092.29,9.746441267821824,4.11,10.388333333333334,2.432589439564632,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,6,3,0.5,0,0,5.237009574875527,3,3,0
U_019,P_060,2025-10-25 10:35:37,41,Tier-1,Electronics,Xiaomi,15057.24,9.619680628654683,12.5,5.398571428571429,1.8560747511638953,0.0,0.0,4101.67,8.31939326025318,1.0,7,0,0.0,1,0,3.6710022990635522,10,5,0
U_040,P_047,2025-10-28 05:26:18,21,Tier-1,Fashion,UrbanWeave,3896.89,8.26819066006953,1.75,5.986,1.9439081463846402,0.0,0.0,10828.215,9.290002853526774,2.0,5,1,0.2,1,0,0.3598829539310034,5,1,1
U_007,P_056,2025-10-28 07:27:52,56,Tier-1,Electronics,Samsung,22463.09,10.019673313227768,3.93,10.143636363636363,2.410868605259215,0.0,0.0,12089.61,9.400184397257455,2.0,11,2,0.18181818181818182,0,0,1.8580491843822917,7,1,1
U_038,P_045,2025-10-28 12:20:02,56,Tier-3,FMCG,Nestle,916.07,6.821183805220893,4.52,7.892727272727272,2.1852337823128405,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,11,3,0.2727272727272727,1,0,0.280680199157411,12,1,0
U_035,P_071,2025-10-28 21:17:11,24,Tier-1,Electronics,Xiaomi,10198.73,9.230116528333776,2.62,9.218333333333334,2.3241834925465414,0.0,0.0,10198.73,9.230116528333776,1.0,6,0,0.0,1,1,1.0,21,1,0
U_038,P_028,2025-10-31 00:32:29,56,Tier-3,FMCG,HUL,799.08,6.68471172266826,5.59,7.892727272727272,2.1852337823128405,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,11,3,0.2727272727272727,1,1,0.24483492914592112,0,4,0
U_003,P_011,2025-10-31 02:48:39,32,Tier-1,Fashion,TrendCraft,4009.36,8.296636291832128,11.27,8.107272727272727,2.2090732951311,20.80148148148148,3.081977925352135,15057.24,9.619680628654683,2.0,11,6,0.5454545454545454,0,0,0.2662745629345086,2,4,0
U_038,P_014,2025-10-31 08:52:46,56,Tier-3,Electronics,JBL,20704.72,9.938165269584188,20.17,7.892727272727272,2.1852337823128405,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,11,3,0.2727272727272727,0,0,6.343843738031406,8,4,0
U_030,P_046,2025-11-01 03:22:45,45,Tier-3,Fashion,TrendCraft,3098.53,8.039005766075613,5.14,4.918,1.7779985539780179,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,10,1,0.1,0,0,0.9493772500957488,3,5,0
U_013,P_018,2025-11-01 06:18:25,53,Tier-3,FMCG,ITC,184.28,5.221868194384631,1.26,6.734999999999999,2.045755484025029,21.334791666666668,3.1061456270984644,298.67,5.702681869212168,1.0,6,0,0.0,1,1,0.6170020423879198,6,5,0
U_016,P_066,2025-11-01 19:49:53,20,Tier-3,Fashion,UrbanWeave,3081.89,8.033622747716699,12.87,11.512857142857143,2.5267566871196845,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,7,2,0.2857142857142857,1,0,0.9442788203753351,19,5,0
U_044,P_035,2025-11-02 18:03:11,43,Tier-2,Electronics,Samsung,17092.29,9.746441267821824,5.69,5.3775,1.8527761710338295,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,8,1,0.125,0,0,5.237009574875527,18,6,0
U_025,P_041,2025-11-03 02:37:34,29,Tier-3,Fashion,UrbanWeave,1397.08,7.242855145763071,3.88,4.764285714285714,1.7516812456606445,46.66847222222222,3.864270219662293,1449.0,7.27931883541462,1.0,7,2,0.2857142857142857,1,1,0.9641683919944789,2,0,0
U_005,P_066,2025-11-03 22:31:45,25,Tier-1,Fashion,UrbanWeave,3081.89,8.033622747716699,7.38,4.765,1.7518051537210222,0.0,0.0,2212.74,7.702438671864932,1.0,6,1,0.16666666666666666,1,0,1.3927935500781836,22,0,0
U_026,P_006,2025-11-04 14:07:54,39,Tier-2,FMCG,Patanjali,1129.14,7.030096797837492,2.45,5.838888888888889,1.922625275294243,0.0,0.0,7732.26,8.95328578618271,1.0,9,2,0.2222222222222222,0,0,0.14602975068091348,14,1,0
U_041,P_004,2025-11-05 21:38:18,42,Tier-2,Fashion,UrbanWeave,3263.75,8.090938469100516,13.93,9.09,2.3115448343655176,0.0,0.0,2694.94,7.899502216591669,1.0,11,2,0.18181818181818182,1,0,1.2110659235456076,21,2,0
U_027,P_025,2025-11-07 14:03:08,42,Tier-1,FMCG,Dove,1084.76,6.990035481595865,7.02,5.797499999999999,1.9165548975244886,0.0,0.0,1084.76,6.990035481595865,1.0,4,0,0.0,1,0,1.0,14,4,1
U_013,P_026,2025-11-08 18:14:51,53,Tier-3,FMCG,HUL,1073.54,6.979647942006703,1.68,6.734999999999999,2.045755484025029,28.832314814814815,3.39559219574437,298.67,5.702681869212168,1.0,6,0,0.0,1,0,3.5944018481936584,18,5,0
U_003,P_031,2025-11-09 08:22:21,32,Tier-1,Electronics,Sony,22616.02,10.026457999169999,4.23,8.107272727272727,2.2090732951311,30.033217592592592,3.4350581660459567,15057.24,9.619680628654683,2.0,11,6,0.5454545454545454,1,0,1.5020030231304011,8,6,0
U_017,P_004,2025-11-09 15:45:45,39,Tier-2,Fashion,UrbanWeave,3263.75,8.090938469100516,2.06,19.785,3.0342315727046008,0.0,0.0,2564.415,7.849875537890053,2.0,6,3,0.5,1,0,1.2727074206007998,15,6,0
U_005,P_074,2025-11-11 06:13:56,25,Tier-1,Fashion,UrbanWeave,2212.74,7.702438671864932,6.59,4.765,1.7518051537210222,0.0,0.0,2212.74,7.702438671864932,1.0,6,1,0.16666666666666666,1,1,1.0,6,1,1
U_026,P_052,2025-11-12 04:00:51,39,Tier-2,Electronics,Samsung,7732.26,8.95328578618271,16.58,5.838888888888889,1.922625275294243,0.0,0.0,7732.26,8.95328578618271,1.0,9,2,0.2222222222222222,1,1,1.0,4,2,1
U_009,P_031,2025-11-13 17:58:35,40,Tier-1,Electronics,Sony,22616.02,10.026457999169999,26.05,9.932857142857143,2.3917726717665166,0.0,0.0,10757.460000000001,9.283447700796168,2.0,7,2,0.2857142857142857,1,0,2.1023568760655396,17,3,0
U_032,P_010,2025-11-13 19:39:45,32,Tier-3,Electronics,Boat,23230.3,10.053255786316585,30.67,11.6725,2.5394342913643673,0.0,0.0,491.84,6.200184577756468,1.0,4,0,0.0,0,0,47.231416720884845,19,3,0
U_009,P_040,2025-11-13 20:52:31,40,Tier-1,FMCG,ITC,810.2,6.698514632836919,2.77,9.932857142857143,2.3917726717665166,0.0,0.0,10757.460000000001,9.283447700796168,2.0,7,2,0.2857142857142857,0,0,0.07531517663091473,20,3,1
U_028,P_054,2025-11-13 22:44:56,44,Tier-2,Electronics,Boat,24365.75,10.100974777036551,6.52,6.994285714285715,2.078727000741967,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,7,2,0.2857142857142857,0,0,7.465568747606281,22,3,0
U_038,P_050,2025-11-14 09:44:56,56,Tier-3,FMCG,HUL,184.92,5.225316473663546,5.52,7.892727272727272,2.1852337823128405,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,11,3,0.2727272727272727,1,1,0.05665875143623132,9,4,0
U_020,P_060,2025-11-14 12:04:45,47,Tier-1,Electronics,Xiaomi,15057.24,9.619680628654683,17.89,18.755714285714284,2.9834427804212535,0.0,0.0,13074.17,9.478470290760646,1.0,7,4,0.5714285714285714,1,0,1.1516784621891867,12,4,0
U_040,P_057,2025-11-15 00:06:00,21,Tier-1,Fashion,UrbanWeave,3024.55,8.014848172119837,2.26,5.986,1.9439081463846402,0.0,0.0,10828.215,9.290002853526774,2.0,5,1,0.2,1,0,0.27932119929277355,0,5,0
U_028,P_043,2025-11-15 12:16:03,44,Tier-2,Fashion,StyleHub,1449.0,7.27931883541462,14.2,6.994285714285715,2.078727000741967,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,7,2,0.2857142857142857,1,1,0.44396782841823057,12,5,0
U_023,P_049,2025-11-16 12:30:01,38,Tier-2,Electronics,Sony,14855.25,9.606175931108504,18.58,15.719999999999999,2.8166056076565553,0.0,0.0,17759.54,9.78473442148933,1.0,5,1,0.2,0,0,0.8364659219777089,12,6,0
U_038,P_062,2025-11-17 08:01:31,56,Tier-3,FMCG,Dove,298.67,5.702681869212168,3.09,7.892727272727272,2.1852337823128405,999.0,6.907755278982137,3263.75,8.090938469100516,0.0,11,3,0.2727272727272727,1,1,0.09151129835312141,8,0,0
U_007,P_048,2025-11-17 12:09:12,56,Tier-1,FMCG,Dove,816.53,6.706287599345787,15.34,10.143636363636363,2.410868605259215,0.0,0.0,12089.61,9.400184397257455,2.0,11,2,0.18181818181818182,1,0,0.06753981311225092,12,0,0
U_005,P_020,2025-11-19 01:39:52,25,Tier-1,Fashion,ModaLeaf,4101.67,8.31939326025318,6.89,4.765,1.7518051537210222,7.14300925925926,2.097159799566413,2212.74,7.702438671864932,1.0,6,1,0.16666666666666666,1,0,1.8536610717933424,1,2,0
